899,For sale apartment 3+kt 63 m²,"https://d18-a.sdn.cz/d_18/c_img_QM_Kc/ltUmN3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/havlickuv-brod-havlickuv-brod-rozkosska/3261158476
901,For sale apartment 2+1 77 m²,"https://d18-a.sdn.cz/d_18/c_img_QO_K1/oNuszv.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-nove-mesto-vladislavova/1054495820
903,For sale apartment 2+1 53 m²,"https://d18-a.sdn.cz/d_18/c_img_QR_MC/aonB8JB.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/ostrava-hrabuvka-mitusova/3697632332
905,For sale apartment 2+kt 49 m²,"https://d18-a.sdn.cz/d_18/c_img_QP_K7/0TbSw4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-vinohrady-manesova/2568071516
906,For sale apartment 3+kt 102 m²,"https://d18-a.sdn.cz/d_18/c_img_QR_MC/31vB185.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-holesovice-varhulikove/3440862284
910,For sale apartment 3+1 77 m²,"https://d18-a.sdn.cz/d_18/c_img_QL_J2/jtgBR3Z.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/odolena-voda-odolena-voda-ceskoslovenske-armady/73991244
912,For sale apartment 2+1 46 m²,"https://d18-a.sdn.cz/d_18/c_img_QM_Kc/U4mZur.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-letnany-frycovicka/3172340812
916,For sale apartment 2+kt 60 m²,"https://d18-a.sdn.cz/d_18/c_img_QP_K7/kU8Ioj.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/brno-zabrdovice-koliste/371749964
700,For sale apartment unusual 79 m² (Attic),"https://d18-a.sdn.cz/d_18/c_img_QK_Jn/l5kBAA6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/atypical/praha-nove-mesto-soukenicka/1858692172
708,For sale apartment 2+kt 119 m² (Loft),"https://d18-a.sdn.cz/d_18/c_img_QN_J5/KQPBGGL.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-smichov-kobrova/3930678348
710,For sale apartment 4+1 110 m²,"https://d18-a.sdn.cz/d_18/c_img_QM_Kb/ZFLB1xE.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/pardubice-zelene-predmesti-trida-miru/2868323404
712,For sale apartment 4+kt 104 m²,"https://d18-a.sdn.cz/d_18/c_img_gV_s/7F4vwI.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/horomerice-horomerice-holubova/197174348
714,For sale apartment 2+1 65 m²,"https://d18-a.sdn.cz/d_18/c_img_QR_MD/WrElC1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/prostejov-prostejov-sarka/294802508
715,For sale apartment 3+kt 58 m²,"https://d18-a.sdn.cz/d_18/c_img_QQ_Le/nF5xi0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/kladno-krocehlavy-decinska/3596952652
726,For sale apartment 1+kt 28 m²,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jn/PreeXR.jpeg?fl=res,400,300,3|shr,,20|jpg,90",https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-cerny-most-bryksova/2445224540
